id,name,color,rarity,type,target,cost,overall_coverage_status,mechanism_categories,covered_categories,partial_categories,gap_categories,keywords,semanticTags,semanticSignals,internal_source_profile,description,upgrade_descriptions,coverage_notes
CARD.MASTER_OF_STRATEGY,战略大师,colorless,Rare,Skill,Self,0,covered,draw|exhaust_self,draw|exhaust_self,,,Exhaust,draw|exhaust_self,"{""draw"": 3}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""master_of_strategy"", ""class_name"": ""MasterOfStrategy"", ""commands"": [""Draw""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CardsVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/MasterOfStrategy.cs"", ""tags"": [""draw"", ""exhaust"", ""rare"", ""self_target"", ""skill""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","抽3张牌。
消耗。","[{""upgrade"": 1, ""description"": ""抽4张牌。\n消耗。"", ""semanticTags"": [""draw"", ""exhaust_self""], ""semanticSignals"": {""draw"": 4}}]",
CARD.MIMIC,拟态,colorless,Rare,Skill,AnyAlly,1,covered,block|exhaust_self,block|exhaust_self,,,Exhaust,exhaust_self,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""mimic"", ""class_name"": ""Mimic"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CalculatedBlockVar"", ""CalculationBaseVar"", ""CalculationExtraVar"", ""DynamicVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Mimic.cs"", ""tags"": [""block"", ""exhaust"", ""rare"", ""skill""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","获得等同于另一位玩家格挡值的格挡。
消耗。","[{""upgrade"": 1, ""description"": ""获得等同于另一位玩家格挡值的格挡。"", ""semanticTags"": [], ""semanticSignals"": {}}]",
CARD.RALLY,集结,colorless,Rare,Skill,AllAllies,2,covered,block,block,,,,block,"{""block"": 12}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""rally"", ""class_name"": ""Rally"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""BlockVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Rally.cs"", ""tags"": [""block"", ""rare"", ""skill""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",所有玩家获得12点格挡。,"[{""upgrade"": 1, ""description"": ""所有玩家获得17点格挡。"", ""semanticTags"": [""block""], ""semanticSignals"": {""block"": 17}}]",
CARD.SCRAWL,潦草急就,colorless,Rare,Skill,Self,1,gap,card_modifier_or_enchantment|draw|effect_profile_granularity_gap|exhaust_other_or_hand|exhaust_self|retain,draw|exhaust_self|retain,card_modifier_or_enchantment|exhaust_other_or_hand,effect_profile_granularity_gap,Exhaust,exhaust_self,{},"{""adds_keyword_or_modifier"": true, ""catalog_id"": ""scrawl"", ""class_name"": ""Scrawl"", ""commands"": [""Draw""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Scrawl.cs"", ""tags"": [""draw"", ""exhaust"", ""rare"", ""retain"", ""self_target"", ""skill""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","抽牌直到抽满手牌。
消耗。","[{""upgrade"": 1, ""description"": ""保留。\n抽牌直到抽满手牌。\n消耗。"", ""semanticTags"": [""exhaust_self"", ""retain""], ""semanticSignals"": {}}]",card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || exhaust_other_or_hand: CardCmd.Exhaust 内部命令可定位；但选择目标/全手牌/随机目标需要 typed hand transition。
CARD.SECRET_TECHNIQUE,秘密技法,colorless,Rare,Skill,Self,0,gap,add_or_generate_card|draw|effect_profile_granularity_gap|exhaust_other_or_hand|exhaust_self|pile_fetch_reorder|random_or_choose|whole_hand_state,draw|exhaust_self,add_or_generate_card|exhaust_other_or_hand|pile_fetch_reorder|random_or_choose|whole_hand_state,effect_profile_granularity_gap,Exhaust,add_to_hand|exhaust_self,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""secret_technique"", ""class_name"": ""SecretTechnique"", ""commands"": [""Add""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/SecretTechnique.cs"", ""tags"": [""exhaust"", ""rare"", ""self_target"", ""skill""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": true, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","从抽牌堆中选择一张技能牌放入你的手牌。
消耗。","[{""upgrade"": 1, ""description"": ""从抽牌堆中选择一张技能牌放入你的手牌。"", ""semanticTags"": [""add_to_hand""], ""semanticSignals"": {}}]",add_or_generate_card: 生成牌/加手牌可由 AddGeneratedCardToCombat 等内部命令定位，但生成池、费用和本回合免费等还需要更强 typed profile。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || exhaust_other_or_hand: CardCmd.Exhaust 内部命令可定位；但选择目标/全手牌/随机目标需要 typed hand transition。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。 || random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。 || whole_hand_state: 可从 PileType.Hand + Upgrade/Transform/Exhaust/EnergyCost 等内部访问定位；仍需显式 hand-state transition。
CARD.SECRET_WEAPON,秘密武器,colorless,Rare,Skill,Self,0,gap,add_or_generate_card|draw|effect_profile_granularity_gap|exhaust_other_or_hand|exhaust_self|pile_fetch_reorder|random_or_choose|whole_hand_state,draw|exhaust_self,add_or_generate_card|exhaust_other_or_hand|pile_fetch_reorder|random_or_choose|whole_hand_state,effect_profile_granularity_gap,Exhaust,add_to_hand|exhaust_self,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""secret_weapon"", ""class_name"": ""SecretWeapon"", ""commands"": [""Add""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/SecretWeapon.cs"", ""tags"": [""exhaust"", ""rare"", ""self_target"", ""skill""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": true, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","从抽牌堆中选择一张攻击牌放入你的手牌。
消耗。","[{""upgrade"": 1, ""description"": ""从抽牌堆中选择一张攻击牌放入你的手牌。"", ""semanticTags"": [""add_to_hand""], ""semanticSignals"": {}}]",add_or_generate_card: 生成牌/加手牌可由 AddGeneratedCardToCombat 等内部命令定位，但生成池、费用和本回合免费等还需要更强 typed profile。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || exhaust_other_or_hand: CardCmd.Exhaust 内部命令可定位；但选择目标/全手牌/随机目标需要 typed hand transition。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。 || random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。 || whole_hand_state: 可从 PileType.Hand + Upgrade/Transform/Exhaust/EnergyCost 等内部访问定位；仍需显式 hand-state transition。
CARD.THE_GAMBIT,孤注一掷,colorless,Rare,Skill,Self,0,partial,block|global_rule_power|hp_or_self_cost,block|hp_or_self_cost,global_rule_power,,,block|hp_loss,"{""block"": 50}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""the_gambit"", ""class_name"": ""TheGambit"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""BlockVar""], ""powers"": [""TheGambitPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/TheGambit.cs"", ""tags"": [""block"", ""rare"", ""self_target"", ""skill""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","获得50点格挡。
如果你在本场战斗中受到未被格挡的伤害，则立刻死亡。","[{""upgrade"": 1, ""description"": ""获得75点格挡。\n如果你在本场战斗中受到未被格挡的伤害，则立刻死亡。"", ""semanticTags"": [""block"", ""hp_loss""], ""semanticSignals"": {""block"": 75}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
CARD.BECKON,呼唤,colorless,Status,Status,None,1,gap,hp_or_self_cost|status_or_curse_penalty_gap|turn_or_delayed_rule,hp_or_self_cost,turn_or_delayed_rule,status_or_curse_penalty_gap,,hp_loss,"{""hpLoss"": 6}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""beckon"", ""class_name"": ""Beckon"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""HpLossVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Beckon.cs"", ""tags"": [""hp_loss"", ""status""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","在你的回合结束时，如果这张牌在你的手牌中，
则失去6点生命。",[],status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.BURN,灼伤,colorless,Status,Status,None,,gap,damage|hard_rule_constraint_gap|hp_or_self_cost|status_or_curse_penalty_gap|turn_or_delayed_rule,damage|hp_or_self_cost,turn_or_delayed_rule,hard_rule_constraint_gap|status_or_curse_penalty_gap,Unplayable,hp_loss|unplayable,"{""hpLoss"": 2}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""burn"", ""class_name"": ""Burn"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Burn.cs"", ""tags"": [""damage"", ""status"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
在你的回合结束时，如果这张牌在你的手牌中，你受到2点伤害。",[],hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.DAZED,晕眩,colorless,Status,Status,None,,gap,card_modifier_or_enchantment|effect_profile_granularity_gap|ethereal|hard_rule_constraint_gap|status_or_curse_penalty_gap,ethereal,card_modifier_or_enchantment,effect_profile_granularity_gap|hard_rule_constraint_gap|status_or_curse_penalty_gap,Ethereal|Unplayable,ethereal|unplayable,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""dazed"", ""class_name"": ""Dazed"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Dazed.cs"", ""tags"": [""ethereal"", ""status"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","不能被打出。
虚无。",[],card_modifier_or_enchantment: 已有 runtime 附魔/腐化/重放解析；但“给另一张牌添加附魔”的预效果仍需 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || hard_rule_constraint_gap: 不能打出、必须优先、出牌数限制等硬规则缺 typed constraint token/metric。 || status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
CARD.DEBRIS,碎屑,colorless,Status,Status,None,1,gap,exhaust_self|status_or_curse_penalty_gap,exhaust_self,,status_or_curse_penalty_gap,Exhaust,exhaust_self,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""debris"", ""class_name"": ""Debris"", ""commands"": [], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Debris.cs"", ""tags"": [""exhaust"", ""status""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",消耗。,[],status_or_curse_penalty_gap: 灼伤/遗憾/虚空/普通/懒惰等抽到/回合末/出牌限制惩罚缺统一触发器 profile。
